dname,sname,date,timestamp,minutes
S026,ET1,2026-02-05,2026-02-05 09:00:52,540
S026,ET1,2026-02-06,2026-02-06 08:58:57,538
S026,ET1,2026-02-07,2026-02-07 09:47:11,587
S026,ET2,2025-09-02,2025-09-02 08:58:14,538
S026,ET2,2025-09-03,2025-09-03 08:57:42,537
S026,ET2,2025-09-04,2025-09-04 08:52:38,532
S026,ET2,2025-09-06,2025-09-06 08:49:47,529
S026,ET2,2025-09-08,2025-09-08 08:53:51,533
S026,ET2,2025-09-09,2025-09-09 09:23:39,563
S026,ET2,2025-09-10,2025-09-10 08:58:36,538
S026,ET2,2025-09-11,2025-09-11 08:57:55,537
S026,ET2,2025-09-12,2025-09-12 08:58:11,538
S026,ET2,2025-09-13,2025-09-13 08:53:36,533
S026,ET2,2025-09-15,2025-09-15 08:54:55,534
S026,ET2,2025-09-17,2025-09-17 08:52:38,532
S026,ET2,2025-09-18,2025-09-18 08:54:51,534
S026,ET2,2025-09-19,2025-09-19 08:56:10,536
S026,ET2,2025-09-23,2025-09-23 09:00:08,540
S026,ET2,2025-09-24,2025-09-24 08:54:08,534
S026,ET2,2025-09-25,2025-09-25 08:55:38,535
S026,ET2,2025-09-26,2025-09-26 08:58:22,538
S026,ET2,2025-09-27,2025-09-27 08:54:34,534
S026,ET2,2025-09-29,2025-09-29 08:44:21,524
S026,ET2,2025-10-06,2025-10-06 09:04:07,544
S026,ET2,2025-10-07,2025-10-07 08:53:15,533
S026,ET2,2025-10-08,2025-10-08 08:54:33,534
S026,ET2,2025-10-09,2025-10-09 08:56:57,536
S026,ET2,2025-10-10,2025-10-10 08:59:10,539
S026,ET2,2025-10-13,2025-10-13 08:56:10,536
S026,ET2,2025-10-15,2025-10-15 15:57:17,957
S026,ET2,2025-10-16,2025-10-16 08:59:13,539
S026,ET2,2025-10-17,2025-10-17 09:01:41,541
S026,ET2,2025-10-23,2025-10-23 08:59:51,539
S026,ET2,2025-10-27,2025-10-27 09:06:05,546
S026,ET2,2025-10-29,2025-10-29 08:55:58,535
S026,ET2,2025-10-30,2025-10-30 09:02:06,542
S026,ET2,2025-10-31,2025-10-31 08:55:07,535
S026,ET2,2025-11-01,2025-11-01 08:46:49,526
S026,ET2,2025-11-02,2025-11-02 08:53:41,533
S026,ET2,2025-11-03,2025-11-03 08:46:03,526
S026,ET2,2025-11-06,2025-11-06 08:57:03,537
S026,ET2,2025-11-07,2025-11-07 08:59:48,539
S026,ET2,2025-11-10,2025-11-10 08:58:20,538
S026,ET2,2025-11-12,2025-11-12 09:02:27,542
S026,ET2,2025-11-13,2025-11-13 08:57:09,537
S026,ET2,2025-11-17,2025-11-17 09:03:34,543
S026,ET2,2025-11-18,2025-11-18 08:57:17,537
S026,ET2,2025-11-20,2025-11-20 08:54:24,534
S026,ET2,2025-11-21,2025-11-21 08:54:20,534
S026,ET2,2025-11-24,2025-11-24 09:06:59,546
S026,ET2,2025-11-25,2025-11-25 08:58:33,538
S026,ET2,2025-11-26,2025-11-26 09:03:20,543
S026,ET2,2025-11-27,2025-11-27 09:04:43,544
S026,ET2,2025-11-28,2025-11-28 09:02:27,542
S026,ET2,2025-11-29,2025-11-29 09:09:52,549
S026,ET2,2025-12-01,2025-12-01 08:56:48,536
S026,ET2,2025-12-02,2025-12-02 08:57:13,537
S026,ET2,2025-12-03,2025-12-03 08:57:42,537
S026,ET2,2025-12-04,2025-12-04 09:04:50,544
S026,ET2,2025-12-05,2025-12-05 09:00:55,540
S026,ET2,2025-12-08,2025-12-08 09:01:22,541
S026,ET2,2025-12-09,2025-12-09 08:44:12,524
S026,ET2,2025-12-10,2025-12-10 09:01:37,541
S026,ET2,2025-12-11,2025-12-11 08:56:31,536
S026,ET2,2025-12-12,2025-12-12 08:54:06,534
S026,ET2,2025-12-13,2025-12-13 08:55:01,535
S026,ET2,2025-12-14,2025-12-14 08:50:40,530
S026,ET2,2025-12-15,2025-12-15 08:59:58,539
S026,ET2,2025-12-16,2025-12-16 09:00:00,540
S026,ET2,2025-12-17,2025-12-17 08:58:06,538
S026,ET2,2025-12-18,2025-12-18 09:00:02,540
S026,ET2,2025-12-19,2025-12-19 08:54:49,534
S026,ET2,2025-12-20,2025-12-20 08:55:09,535
S026,ET2,2025-12-23,2025-12-23 09:02:45,542
S026,ET2,2026-01-05,2026-01-05 08:57:57,537
S026,ET2,2026-01-06,2026-01-06 08:58:39,538
S026,ET2,2026-01-07,2026-01-07 08:58:10,538
S026,ET2,2026-01-08,2026-01-08 08:57:58,537
S026,ET2,2026-01-09,2026-01-09 09:04:23,544
S026,ET2,2026-01-13,2026-01-13 09:01:26,541
S026,ET2,2026-01-19,2026-01-19 09:01:48,541
S026,ET2,2026-01-20,2026-01-20 08:58:16,538
S026,ET2,2026-01-21,2026-01-21 09:05:27,545
S026,ET2,2026-01-22,2026-01-22 08:53:41,533
S026,ET2,2026-01-23,2026-01-23 08:55:04,535
S026,ET2,2026-01-24,2026-01-24 08:54:40,534
S026,ET2,2026-01-27,2026-01-27 09:03:25,543
S026,ET2,2026-01-29,2026-01-29 08:56:10,536
S026,ET2,2026-01-30,2026-01-30 08:57:59,537
S026,ET2,2026-01-31,2026-01-31 08:57:41,537
S026,ET2,2026-02-02,2026-02-02 09:00:23,540
S026,ET2,2026-02-03,2026-02-03 08:55:47,535
S026,ET2,2026-02-04,2026-02-04 08:58:07,538
S026,ET2,2026-02-05,2026-02-05 09:00:52,540
S026,ET2,2026-02-06,2026-02-06 08:58:57,538
S026,ET2,2026-02-07,2026-02-07 09:47:11,587
S027,ET1,2025-09-02,2025-09-02 07:34:37,454
S027,ET1,2025-09-04,2025-09-04 08:48:25,528
S027,ET1,2025-09-06,2025-09-06 09:00:10,540
S027,ET1,2025-09-07,2025-09-07 09:15:18,555
S027,ET1,2025-09-08,2025-09-08 07:28:49,448
S027,ET1,2025-09-09,2025-09-09 07:22:54,442
S027,ET1,2025-09-10,2025-09-10 07:26:36,446
S027,ET1,2025-09-11,2025-09-11 07:23:28,443
S027,ET1,2025-09-12,2025-09-12 07:26:26,446
S027,ET1,2025-09-13,2025-09-13 07:29:51,449
S027,ET1,2025-09-14,2025-09-14 09:15:38,555
S027,ET1,2025-09-15,2025-09-15 07:28:53,448
S027,ET1,2025-09-17,2025-09-17 07:25:33,445
S027,ET1,2025-09-18,2025-09-18 07:23:59,443
S027,ET1,2025-09-19,2025-09-19 07:18:26,438
S027,ET1,2025-09-22,2025-09-22 09:46:15,586
S027,ET1,2025-09-23,2025-09-23 07:28:00,448
S027,ET1,2025-09-24,2025-09-24 07:26:06,446
S027,ET1,2025-09-25,2025-09-25 07:20:01,440
S027,ET1,2025-09-26,2025-09-26 09:01:08,541
S027,ET1,2025-09-27,2025-09-27 09:09:40,549
S027,ET1,2025-09-29,2025-09-29 09:22:02,562
S027,ET1,2025-11-07,2025-11-07 07:16:16,436
S027,ET1,2025-11-08,2025-11-08 07:26:16,446
S027,ET1,2025-11-09,2025-11-09 09:13:02,553
S027,ET1,2025-11-10,2025-11-10 07:28:49,448
S027,ET1,2025-11-11,2025-11-11 07:19:59,439
S027,ET1,2025-11-12,2025-11-12 07:24:44,444
S027,ET1,2025-11-13,2025-11-13 07:31:12,451
S027,ET1,2025-11-14,2025-11-14 07:20:42,440
S027,ET1,2025-11-17,2025-11-17 07:26:51,446
S027,ET1,2025-11-18,2025-11-18 07:13:20,433
S027,ET1,2025-11-19,2025-11-19 07:22:01,442
S027,ET1,2025-11-20,2025-11-20 07:23:32,443
S027,ET1,2025-11-21,2025-11-21 07:22:39,442
S027,ET1,2025-11-24,2025-11-24 07:23:37,443
S027,ET1,2025-11-25,2025-11-25 07:23:41,443
S027,ET1,2025-11-26,2025-11-26 07:21:29,441
S027,ET1,2025-11-27,2025-11-27 08:49:01,529
S027,ET1,2025-11-28,2025-11-28 07:24:30,444
S027,ET1,2025-11-29,2025-11-29 09:00:52,540
S027,ET1,2025-12-01,2025-12-01 07:19:36,439
S027,ET1,2025-12-02,2025-12-02 07:25:36,445
S027,ET1,2025-12-03,2025-12-03 07:18:25,438
S027,ET1,2025-12-05,2025-12-05 07:22:57,442
S027,ET1,2025-12-06,2025-12-06 07:19:04,439
S027,ET1,2025-12-07,2025-12-07 09:46:36,586
S027,ET1,2025-12-08,2025-12-08 07:23:20,443
S027,ET1,2025-12-09,2025-12-09 07:25:56,445
S027,ET1,2025-12-10,2025-12-10 07:16:44,436
S027,ET1,2025-12-11,2025-12-11 07:25:09,445
S027,ET1,2025-12-12,2025-12-12 07:20:04,440
S027,ET1,2025-12-13,2025-12-13 07:21:54,441
S027,ET1,2025-12-14,2025-12-14 09:05:50,545
S027,ET1,2025-12-15,2025-12-15 07:15:32,435
S027,ET1,2025-12-17,2025-12-17 07:15:58,435
S027,ET1,2025-12-18,2025-12-18 07:25:28,445
S027,ET1,2025-12-19,2025-12-19 07:25:12,445
S027,ET1,2025-12-20,2025-12-20 07:26:42,446
S027,ET1,2025-12-22,2025-12-22 07:25:59,445
S027,ET1,2025-12-23,2025-12-23 07:20:13,440
S027,ET1,2026-01-05,2026-01-05 07:20:55,440
S027,ET1,2026-01-06,2026-01-06 07:27:37,447
S027,ET1,2026-01-07,2026-01-07 07:27:01,447
S027,ET1,2026-01-09,2026-01-09 07:21:15,441
S027,ET1,2026-01-10,2026-01-10 07:32:00,452
S027,ET1,2026-01-11,2026-01-11 09:10:01,550
S027,ET1,2026-01-12,2026-01-12 07:28:47,448
S027,ET1,2026-01-13,2026-01-13 07:27:17,447
S027,ET1,2026-01-14,2026-01-14 08:54:21,534
S027,ET1,2026-01-19,2026-01-19 07:29:30,449
S027,ET1,2026-01-20,2026-01-20 07:30:44,450
S027,ET1,2026-01-21,2026-01-21 07:32:49,452
S027,ET1,2026-01-22,2026-01-22 07:25:03,445
S027,ET1,2026-01-23,2026-01-23 07:26:41,446
S027,ET1,2026-01-24,2026-01-24 07:30:59,450
S027,ET1,2026-01-25,2026-01-25 09:10:44,550
S027,ET1,2026-01-26,2026-01-26 08:46:37,526
S027,ET1,2026-01-27,2026-01-27 07:30:48,450
S027,ET1,2026-01-28,2026-01-28 07:28:23,448
S027,ET1,2026-01-29,2026-01-29 07:35:48,455
S027,ET1,2026-01-30,2026-01-30 07:36:16,456
S027,ET1,2026-01-31,2026-01-31 07:28:14,448
S027,ET1,2026-02-02,2026-02-02 07:24:40,444
S027,ET1,2026-02-03,2026-02-03 07:30:59,450
S027,ET1,2026-02-04,2026-02-04 07:33:40,453
S027,ET1,2026-02-05,2026-02-05 07:26:15,446
S027,ET1,2026-02-06,2026-02-06 07:29:35,449
S027,ET1,2026-02-07,2026-02-07 09:20:21,560
S027,ET2,2025-09-02,2025-09-02 07:34:34,454
S027,ET2,2025-09-06,2025-09-06 09:00:06,540
S027,ET2,2025-09-07,2025-09-07 09:15:12,555
S027,ET2,2025-09-08,2025-09-08 07:28:46,448
S027,ET2,2025-09-09,2025-09-09 07:22:43,442
S027,ET2,2025-09-10,2025-09-10 07:26:35,446
S027,ET2,2025-09-11,2025-09-11 07:23:31,443
S027,ET2,2025-09-12,2025-09-12 07:26:28,446
S027,ET2,2025-09-13,2025-09-13 07:29:45,449
S027,ET2,2025-09-14,2025-09-14 09:15:35,555
S027,ET2,2025-09-15,2025-09-15 07:28:48,448
S027,ET2,2025-09-17,2025-09-17 07:25:31,445
S027,ET2,2025-09-18,2025-09-18 07:23:59,443
S027,ET2,2025-09-19,2025-09-19 07:18:31,438
S027,ET2,2025-09-23,2025-09-23 07:28:00,448
S027,ET2,2025-09-24,2025-09-24 07:26:06,446
S027,ET2,2025-09-25,2025-09-25 07:20:01,440
S027,ET2,2025-09-26,2025-09-26 09:01:08,541
S027,ET2,2025-09-27,2025-09-27 09:09:40,549
S027,ET2,2025-09-29,2025-09-29 09:22:02,562
S027,ET2,2025-09-30,2025-09-30 09:15:45,555
S027,ET2,2025-10-06,2025-10-06 07:23:30,443
S027,ET2,2025-10-07,2025-10-07 07:29:48,449
S027,ET2,2025-10-08,2025-10-08 07:30:12,450
S027,ET2,2025-10-09,2025-10-09 07:24:15,444
S027,ET2,2025-10-10,2025-10-10 07:18:23,438
S027,ET2,2025-10-11,2025-10-11 09:19:18,559
S027,ET2,2025-10-13,2025-10-13 07:22:13,442
S027,ET2,2025-10-14,2025-10-14 07:25:28,445
S027,ET2,2025-10-15,2025-10-15 16:33:05,993
S027,ET2,2025-10-16,2025-10-16 07:28:36,448
S027,ET2,2025-10-17,2025-10-17 07:30:55,450
S027,ET2,2025-10-18,2025-10-18 09:32:29,572
S027,ET2,2025-10-22,2025-10-22 07:23:41,443
S027,ET2,2025-10-23,2025-10-23 07:30:45,450
S027,ET2,2025-10-24,2025-10-24 07:29:56,449
S027,ET2,2025-10-25,2025-10-25 07:29:54,449
S027,ET2,2025-10-26,2025-10-26 09:16:12,556
S027,ET2,2025-10-27,2025-10-27 07:25:37,445
S027,ET2,2025-10-28,2025-10-28 07:22:26,442
S027,ET2,2025-10-29,2025-10-29 07:21:04,441
S027,ET2,2025-10-30,2025-10-30 07:17:18,437
S027,ET2,2025-10-31,2025-10-31 07:23:31,443
S027,ET2,2025-11-01,2025-11-01 07:19:23,439
S027,ET2,2025-11-02,2025-11-02 08:57:18,537
S027,ET2,2025-11-03,2025-11-03 07:19:41,439
S027,ET2,2025-11-05,2025-11-05 07:14:08,434
S027,ET2,2025-11-06,2025-11-06 07:18:12,438
S027,ET2,2025-11-07,2025-11-07 07:16:16,436
S027,ET2,2025-11-08,2025-11-08 07:26:16,446
S027,ET2,2025-11-10,2025-11-10 07:28:49,448
S027,ET2,2025-11-11,2025-11-11 07:19:59,439
S027,ET2,2025-11-12,2025-11-12 07:24:44,444
S027,ET2,2025-11-17,2025-11-17 07:26:51,446
S027,ET2,2025-11-24,2025-11-24 07:23:37,443
S027,ET2,2025-11-25,2025-11-25 07:23:41,443
S027,ET2,2025-11-26,2025-11-26 07:21:29,441
S027,ET2,2025-11-27,2025-11-27 08:49:01,529
S027,ET2,2025-11-29,2025-11-29 09:00:52,540
S027,ET2,2025-12-03,2025-12-03 07:18:25,438
S027,ET2,2025-12-04,2025-12-04 08:44:02,524
S027,ET2,2025-12-05,2025-12-05 07:22:57,442
S027,ET2,2025-12-07,2025-12-07 09:46:36,586
S027,ET2,2025-12-08,2025-12-08 07:23:20,443
S027,ET2,2025-12-09,2025-12-09 07:25:56,445
S027,ET2,2025-12-10,2025-12-10 07:16:44,436
S027,ET2,2025-12-11,2025-12-11 07:25:09,445
S027,ET2,2025-12-13,2025-12-13 07:21:54,441
S027,ET2,2025-12-14,2025-12-14 09:05:50,545
S027,ET2,2025-12-15,2025-12-15 07:15:32,435
S027,ET2,2025-12-16,2025-12-16 07:26:06,446
S027,ET2,2025-12-18,2025-12-18 07:25:28,445
S027,ET2,2025-12-19,2025-12-19 07:25:12,445
S027,ET2,2025-12-20,2025-12-20 07:26:42,446
S027,ET2,2025-12-21,2025-12-21 09:02:08,542
S027,ET2,2025-12-22,2025-12-22 07:25:59,445
S027,ET2,2025-12-23,2025-12-23 07:20:13,440
S027,ET2,2026-01-05,2026-01-05 07:20:55,440
S027,ET2,2026-01-06,2026-01-06 07:27:37,447
S027,ET2,2026-01-07,2026-01-07 07:27:01,447
S027,ET2,2026-01-08,2026-01-08 07:25:56,445
S027,ET2,2026-01-09,2026-01-09 07:21:15,441
S027,ET2,2026-01-10,2026-01-10 07:32:00,452
S027,ET2,2026-01-11,2026-01-11 09:10:01,550
S027,ET2,2026-01-12,2026-01-12 07:28:47,448
S027,ET2,2026-01-13,2026-01-13 07:27:17,447
S027,ET2,2026-01-14,2026-01-14 08:54:21,534
S027,ET2,2026-01-19,2026-01-19 07:29:30,449
S027,ET2,2026-01-20,2026-01-20 07:30:44,450
S027,ET2,2026-01-21,2026-01-21 07:32:49,452
S027,ET2,2026-01-22,2026-01-22 07:25:03,445
S027,ET2,2026-01-23,2026-01-23 07:26:41,446
S027,ET2,2026-01-24,2026-01-24 07:30:59,450
S027,ET2,2026-01-26,2026-01-26 08:46:37,526
S027,ET2,2026-01-27,2026-01-27 07:30:48,450
S027,ET2,2026-01-28,2026-01-28 07:28:23,448
S027,ET2,2026-01-29,2026-01-29 07:35:48,455
S027,ET2,2026-01-30,2026-01-30 07:36:16,456
S027,ET2,2026-01-31,2026-01-31 07:28:14,448
S027,ET2,2026-02-03,2026-02-03 07:30:59,450
S027,ET2,2026-02-04,2026-02-04 07:33:40,453
S027,ET2,2026-02-06,2026-02-06 07:29:35,449
S028,ET1,2025-09-02,2025-09-02 07:37:49,457
S028,ET1,2025-09-04,2025-09-04 07:42:54,462
S028,ET1,2025-09-06,2025-09-06 09:25:14,565
S028,ET1,2025-09-07,2025-09-07 09:41:54,581
S028,ET1,2025-09-08,2025-09-08 07:45:04,465
S028,ET1,2025-09-10,2025-09-10 07:41:22,461
S028,ET1,2025-09-11,2025-09-11 07:42:50,462
S028,ET1,2025-09-12,2025-09-12 07:37:06,457
S028,ET1,2025-09-13,2025-09-13 07:39:46,459
S028,ET1,2025-09-14,2025-09-14 09:37:17,577
S028,ET1,2025-09-15,2025-09-15 07:52:24,472
S028,ET1,2025-09-16,2025-09-16 07:37:56,457
S028,ET1,2025-09-17,2025-09-17 07:43:01,463
S028,ET1,2025-09-18,2025-09-18 07:34:53,454
S028,ET1,2025-09-19,2025-09-19 07:44:03,464
S028,ET1,2025-09-22,2025-09-22 09:46:45,586
S028,ET1,2025-09-23,2025-09-23 07:35:56,455
S028,ET1,2025-09-24,2025-09-24 07:36:11,456
S028,ET1,2025-09-25,2025-09-25 07:37:26,457
S028,ET1,2025-09-27,2025-09-27 09:33:25,573
S028,ET1,2025-09-29,2025-09-29 09:36:07,576
S028,ET1,2025-11-07,2025-11-07 07:26:41,446
S028,ET1,2025-11-08,2025-11-08 07:26:06,446
S028,ET1,2025-11-09,2025-11-09 09:21:02,561
S028,ET1,2025-11-10,2025-11-10 07:27:49,447
S028,ET1,2025-11-12,2025-11-12 08:54:21,534
S028,ET1,2025-11-13,2025-11-13 07:39:52,459
S028,ET1,2025-11-14,2025-11-14 07:43:47,463
S028,ET1,2025-11-17,2025-11-17 07:51:42,471
S028,ET1,2025-11-18,2025-11-18 07:41:30,461
S028,ET1,2025-11-19,2025-11-19 07:38:21,458
S028,ET1,2025-11-20,2025-11-20 07:43:22,463
S028,ET1,2025-11-21,2025-11-21 07:36:24,456
S028,ET1,2025-11-24,2025-11-24 07:48:53,468
S028,ET1,2025-11-25,2025-11-25 07:33:56,453
S028,ET1,2025-11-26,2025-11-26 08:01:45,481
S028,ET1,2025-11-27,2025-11-27 07:46:55,466
S028,ET1,2025-11-28,2025-11-28 07:40:55,460
S028,ET1,2025-11-29,2025-11-29 09:33:12,573
S028,ET1,2025-12-01,2025-12-01 07:43:16,463
S028,ET1,2025-12-02,2025-12-02 07:39:21,459
S028,ET1,2025-12-03,2025-12-03 07:37:35,457
S028,ET1,2025-12-04,2025-12-04 09:47:07,587
S028,ET1,2025-12-05,2025-12-05 07:42:33,462
S028,ET1,2025-12-06,2025-12-06 07:38:59,458
S028,ET1,2025-12-07,2025-12-07 09:35:35,575
S028,ET1,2025-12-08,2025-12-08 07:45:15,465
S028,ET1,2025-12-09,2025-12-09 07:37:16,457
S028,ET1,2025-12-10,2025-12-10 07:42:19,462
S028,ET1,2025-12-11,2025-12-11 07:42:40,462
S028,ET1,2025-12-12,2025-12-12 07:44:49,464
S028,ET1,2025-12-13,2025-12-13 07:46:30,466
S028,ET1,2025-12-14,2025-12-14 09:29:10,569
S028,ET1,2025-12-15,2025-12-15 07:40:33,460
S028,ET1,2025-12-16,2025-12-16 07:45:26,465
S028,ET1,2025-12-17,2025-12-17 07:42:49,462
S028,ET1,2025-12-18,2025-12-18 07:44:38,464
S028,ET1,2025-12-20,2025-12-20 07:44:52,464
S028,ET1,2025-12-22,2025-12-22 07:44:30,464
S028,ET1,2025-12-23,2025-12-23 07:43:04,463
S028,ET1,2026-01-05,2026-01-05 07:43:50,463
S028,ET1,2026-01-07,2026-01-07 07:46:26,466
S028,ET1,2026-01-08,2026-01-08 07:54:07,474
S028,ET1,2026-01-09,2026-01-09 07:44:50,464
S028,ET1,2026-01-10,2026-01-10 07:40:00,460
S028,ET1,2026-01-11,2026-01-11 09:29:21,569
S028,ET1,2026-01-12,2026-01-12 07:49:18,469
S028,ET1,2026-01-19,2026-01-19 07:45:21,465
S028,ET1,2026-01-20,2026-01-20 07:49:20,469
S028,ET1,2026-01-21,2026-01-21 07:48:29,468
S028,ET1,2026-01-22,2026-01-22 07:42:08,462
S028,ET1,2026-01-23,2026-01-23 07:52:47,472
S028,ET1,2026-01-24,2026-01-24 07:45:30,465
S028,ET1,2026-01-25,2026-01-25 09:24:39,564
S028,ET1,2026-01-26,2026-01-26 08:45:57,525
S028,ET1,2026-01-27,2026-01-27 07:47:23,467
S028,ET1,2026-01-28,2026-01-28 07:47:23,467
S028,ET1,2026-01-29,2026-01-29 07:47:23,467
S028,ET1,2026-01-30,2026-01-30 07:43:06,463
S028,ET1,2026-01-31,2026-01-31 07:43:30,463
S028,ET1,2026-02-02,2026-02-02 07:44:11,464
S028,ET1,2026-02-03,2026-02-03 07:45:20,465
S028,ET1,2026-02-04,2026-02-04 07:53:35,473
S028,ET1,2026-02-05,2026-02-05 07:41:20,461
S028,ET1,2026-02-06,2026-02-06 07:54:56,474
S028,ET1,2026-02-07,2026-02-07 09:26:21,566
S028,ET2,2025-09-02,2025-09-02 07:37:28,457
S028,ET2,2025-09-03,2025-09-03 07:41:36,461
S028,ET2,2025-09-04,2025-09-04 07:42:52,462
S028,ET2,2025-09-06,2025-09-06 09:25:13,565
S028,ET2,2025-09-07,2025-09-07 09:41:55,581
S028,ET2,2025-09-08,2025-09-08 07:45:02,465
S028,ET2,2025-09-09,2025-09-09 09:13:38,553
S028,ET2,2025-09-11,2025-09-11 07:42:49,462
S028,ET2,2025-09-12,2025-09-12 07:37:03,457
S028,ET2,2025-09-13,2025-09-13 07:39:52,459
S028,ET2,2025-09-14,2025-09-14 09:37:15,577
S028,ET2,2025-09-15,2025-09-15 07:52:25,472
S028,ET2,2025-09-16,2025-09-16 07:37:50,457
S028,ET2,2025-09-17,2025-09-17 07:43:01,463
S028,ET2,2025-09-18,2025-09-18 07:34:47,454
S028,ET2,2025-09-19,2025-09-19 07:44:08,464
S028,ET2,2025-09-23,2025-09-23 07:35:56,455
S028,ET2,2025-09-24,2025-09-24 07:36:11,456
S028,ET2,2025-09-25,2025-09-25 07:37:26,457
S028,ET2,2025-09-26,2025-09-26 08:58:42,538
S028,ET2,2025-09-27,2025-09-27 09:33:25,573
S028,ET2,2025-09-29,2025-09-29 09:36:07,576
S028,ET2,2025-09-30,2025-09-30 09:43:50,583
S028,ET2,2025-10-06,2025-10-06 07:42:50,462
S028,ET2,2025-10-07,2025-10-07 07:33:53,453
S028,ET2,2025-10-08,2025-10-08 07:36:37,456
S028,ET2,2025-10-09,2025-10-09 07:42:25,462
S028,ET2,2025-10-10,2025-10-10 07:38:48,458
S028,ET2,2025-10-11,2025-10-11 09:21:28,561
S028,ET2,2025-10-13,2025-10-13 07:07:08,427
S028,ET2,2025-10-14,2025-10-14 07:40:13,460
S028,ET2,2025-10-15,2025-10-15 15:57:47,957
S028,ET2,2025-10-16,2025-10-16 07:40:31,460
S028,ET2,2025-10-17,2025-10-17 07:42:20,462
S028,ET2,2025-10-22,2025-10-22 07:56:36,476
S028,ET2,2025-10-23,2025-10-23 09:09:47,549
S028,ET2,2025-10-25,2025-10-25 07:38:59,458
S028,ET2,2025-10-26,2025-10-26 09:20:23,560
S028,ET2,2025-10-27,2025-10-27 07:55:03,475
S028,ET2,2025-10-28,2025-10-28 07:25:42,445
S028,ET2,2025-10-29,2025-10-29 07:24:24,444
S028,ET2,2025-10-30,2025-10-30 07:23:38,443
S028,ET2,2025-10-31,2025-10-31 07:26:50,446
S028,ET2,2025-11-01,2025-11-01 07:26:33,446
S028,ET2,2025-11-02,2025-11-02 09:18:48,558
S028,ET2,2025-11-03,2025-11-03 07:31:21,451
S028,ET2,2025-11-05,2025-11-05 07:31:15,451
S028,ET2,2025-11-06,2025-11-06 07:34:52,454
S028,ET2,2025-11-07,2025-11-07 07:26:41,446
S028,ET2,2025-11-08,2025-11-08 07:26:06,446
S028,ET2,2025-11-09,2025-11-09 09:21:02,561
S028,ET2,2025-11-10,2025-11-10 07:27:49,447
S028,ET2,2025-11-12,2025-11-12 08:54:21,534
S028,ET2,2025-11-13,2025-11-13 07:39:52,459
S028,ET2,2025-11-14,2025-11-14 07:43:47,463
S028,ET2,2025-11-17,2025-11-17 07:51:42,471
S028,ET2,2025-11-18,2025-11-18 07:41:30,461
S028,ET2,2025-11-19,2025-11-19 07:38:21,458
S028,ET2,2025-11-20,2025-11-20 07:43:22,463
S028,ET2,2025-11-21,2025-11-21 07:36:24,456
S028,ET2,2025-11-24,2025-11-24 07:48:53,468
S028,ET2,2025-11-25,2025-11-25 07:33:56,453
S028,ET2,2025-11-26,2025-11-26 08:01:45,481
S028,ET2,2025-11-27,2025-11-27 07:46:55,466
S028,ET2,2025-11-28,2025-11-28 07:40:55,460
S028,ET2,2025-12-01,2025-12-01 07:43:16,463
S028,ET2,2025-12-02,2025-12-02 07:39:21,459
S028,ET2,2025-12-03,2025-12-03 07:37:35,457
S028,ET2,2025-12-04,2025-12-04 09:47:07,587
S028,ET2,2025-12-05,2025-12-05 07:42:33,462
S028,ET2,2025-12-06,2025-12-06 07:38:59,458
S028,ET2,2025-12-07,2025-12-07 09:35:35,575
S028,ET2,2025-12-08,2025-12-08 07:45:15,465
S028,ET2,2025-12-10,2025-12-10 07:42:19,462
S028,ET2,2025-12-11,2025-12-11 07:42:40,462
S028,ET2,2025-12-12,2025-12-12 07:44:49,464
S028,ET2,2025-12-13,2025-12-13 07:46:30,466
S028,ET2,2025-12-14,2025-12-14 09:29:10,569
S028,ET2,2025-12-15,2025-12-15 07:40:33,460
S028,ET2,2025-12-16,2025-12-16 07:45:26,465
S028,ET2,2025-12-17,2025-12-17 07:42:49,462
S028,ET2,2025-12-18,2025-12-18 07:44:38,464
S028,ET2,2025-12-19,2025-12-19 07:44:27,464
S028,ET2,2025-12-20,2025-12-20 07:44:52,464
S028,ET2,2025-12-21,2025-12-21 09:31:08,571
S028,ET2,2025-12-22,2025-12-22 07:44:30,464
S028,ET2,2025-12-23,2025-12-23 07:43:04,463
S028,ET2,2026-01-05,2026-01-05 07:43:50,463
S028,ET2,2026-01-06,2026-01-06 07:43:12,463
S028,ET2,2026-01-07,2026-01-07 07:46:26,466
S028,ET2,2026-01-08,2026-01-08 07:54:07,474
S028,ET2,2026-01-09,2026-01-09 07:44:50,464
S028,ET2,2026-01-10,2026-01-10 07:40:00,460
S028,ET2,2026-01-11,2026-01-11 09:29:21,569
S028,ET2,2026-01-12,2026-01-12 07:49:18,469
S028,ET2,2026-01-19,2026-01-19 07:45:21,465
S028,ET2,2026-01-20,2026-01-20 07:49:20,469
S028,ET2,2026-01-21,2026-01-21 07:48:29,468
S028,ET2,2026-01-22,2026-01-22 07:42:08,462
S028,ET2,2026-01-23,2026-01-23 07:52:47,472
S028,ET2,2026-01-24,2026-01-24 07:45:30,465
S028,ET2,2026-01-25,2026-01-25 09:24:39,564
S028,ET2,2026-01-26,2026-01-26 08:45:57,525
S028,ET2,2026-01-27,2026-01-27 07:47:23,467
S028,ET2,2026-01-28,2026-01-28 07:47:23,467
S028,ET2,2026-01-29,2026-01-29 07:47:23,467
S028,ET2,2026-01-30,2026-01-30 07:43:06,463
S028,ET2,2026-01-31,2026-01-31 07:43:30,463
S028,ET2,2026-02-02,2026-02-02 07:44:11,464
